,Airport_From,Airport_To
1846,ALICE SPRINGS,CHRISTMAS ISLAND
1847,ALICE SPRINGS,COCOS ISLAND
1848,MILDURA,SYDNEY
1849,MILDURA,MELBOURNE
1850,MILDURA,BRISBANE
1851,MILDURA,ADELAIDE
1852,MILDURA,PERTH
1853,MILDURA,CAIRNS
1854,MILDURA,CANBERRA
1855,MILDURA,GOLD COAST
1856,MILDURA,TOWNSVILLE
1857,MILDURA,DARWIN
1858,MILDURA,HOBART
1859,MILDURA,LAUNCESTON
1860,MILDURA,NEWCASTLE
1861,MILDURA,MACKAY
1862,MILDURA,ROCKHAMPTON
1863,MILDURA,SUNSHINE COAST
1864,MILDURA,DUBBO
1865,MILDURA,ALBURY
1866,MILDURA,PORT LINCOLN
1867,MILDURA,WAGGA WAGGA
1868,MILDURA,ALICE SPRINGS
1869,MILDURA,THURSDAY ISLAND
1870,MILDURA,KARRATHA
1871,MILDURA,COFFS HARBOUR
1872,MILDURA,KING ISLAND
1873,MILDURA,PALM ISLAND
1874,MILDURA,BROOME
1875,MILDURA,ARMIDALE
1876,MILDURA,TAMWORTH
1877,MILDURA,MOUNT ISA
1878,MILDURA,GLADSTONE
1879,MILDURA,GRIFFITH
1880,MILDURA,ESSENDON FIELDS
1881,MILDURA,EMERALD
1882,MILDURA,PORT HEDLAND
1883,MILDURA,HAMILTON ISLAND
1884,MILDURA,PORT MACQUARIE
1885,MILDURA,BALLINA
1886,MILDURA,NEWMAN
1887,MILDURA,WHYALLA
1888,MILDURA,AYERS ROCK
1889,MILDURA,BURNIE
1890,MILDURA,KALGOORLIE
1891,MILDURA,ORANGE
1892,MILDURA,MOUNT GAMBIER
1893,MILDURA,BUNDABERG
1894,MILDURA,BROKEN HILL
1895,MILDURA,MERIMBULA
1896,MILDURA,TOOWOOMBA WELLCAMP
1897,MILDURA,HERVEY BAY
1898,MILDURA,PROSERPINE
1899,MILDURA,DEVONPORT
1900,MILDURA,BATHURST ISLAND
1901,MILDURA,MORANBAH
1902,MILDURA,PARABURDOO
1903,MILDURA,ALBANY
1904,MILDURA,KINGSCOTE
1905,MILDURA,ROMA
1906,MILDURA,PARKES
1907,MILDURA,KUNUNURRA
1908,MILDURA,OLYMPIC DAM
1909,MILDURA,ESPERANCE
1910,MILDURA,FLINDERS ISLAND
1911,MILDURA,GOVE
1912,MILDURA,LONGREACH
1913,MILDURA,COOKTOWN
1914,MILDURA,GERALDTON
1915,MILDURA,MANINGRIDA
1916,MILDURA,WEIPA
1917,MILDURA,WOLLONGONG
1918,MILDURA,LORD HOWE ISLAND
1919,MILDURA,CEDUNA
1920,MILDURA,CHARLEVILLE
1921,MILDURA,MOREE
1922,MILDURA,LEARMONTH
1923,MILDURA,CARNARVON
1924,MILDURA,KOWANYAMA
1925,MILDURA,GROOTE EYLANDT
1926,MILDURA,CLONCURRY
1927,MILDURA,EDWARD RIVER
1928,MILDURA,BAMAGA
1929,MILDURA,MORNINGTON ISLAND
1930,MILDURA,AURUKUN
1931,MILDURA,LOCKHART RIVER
1932,MILDURA,MCARTHUR RIVER
1933,MILDURA,NORFOLK ISLAND
1934,MILDURA,CHRISTMAS ISLAND
1935,MILDURA,COCOS ISLAND
1936,THURSDAY ISLAND,SYDNEY
1937,THURSDAY ISLAND,MELBOURNE
1938,THURSDAY ISLAND,BRISBANE
1939,THURSDAY ISLAND,ADELAIDE
1940,THURSDAY ISLAND,PERTH
1941,THURSDAY ISLAND,CAIRNS
1942,THURSDAY ISLAND,CANBERRA
1943,THURSDAY ISLAND,GOLD COAST
1944,THURSDAY ISLAND,TOWNSVILLE
1945,THURSDAY ISLAND,DARWIN
1946,THURSDAY ISLAND,HOBART
1947,THURSDAY ISLAND,LAUNCESTON
1948,THURSDAY ISLAND,NEWCASTLE
1949,THURSDAY ISLAND,MACKAY
1950,THURSDAY ISLAND,ROCKHAMPTON
1951,THURSDAY ISLAND,SUNSHINE COAST
1952,THURSDAY ISLAND,DUBBO
1953,THURSDAY ISLAND,ALBURY
1954,THURSDAY ISLAND,PORT LINCOLN
1955,THURSDAY ISLAND,WAGGA WAGGA
1956,THURSDAY ISLAND,ALICE SPRINGS
1957,THURSDAY ISLAND,MILDURA
1958,THURSDAY ISLAND,KARRATHA
1959,THURSDAY ISLAND,COFFS HARBOUR
1960,THURSDAY ISLAND,KING ISLAND
1961,THURSDAY ISLAND,PALM ISLAND
1962,THURSDAY ISLAND,BROOME
1963,THURSDAY ISLAND,ARMIDALE
1964,THURSDAY ISLAND,TAMWORTH
1965,THURSDAY ISLAND,MOUNT ISA
1966,THURSDAY ISLAND,GLADSTONE
1967,THURSDAY ISLAND,GRIFFITH
1968,THURSDAY ISLAND,ESSENDON FIELDS
1969,THURSDAY ISLAND,EMERALD
1970,THURSDAY ISLAND,PORT HEDLAND
1971,THURSDAY ISLAND,HAMILTON ISLAND
1972,THURSDAY ISLAND,PORT MACQUARIE
1973,THURSDAY ISLAND,BALLINA
1974,THURSDAY ISLAND,NEWMAN
1975,THURSDAY ISLAND,WHYALLA
1976,THURSDAY ISLAND,AYERS ROCK
1977,THURSDAY ISLAND,BURNIE
1978,THURSDAY ISLAND,KALGOORLIE
1979,THURSDAY ISLAND,ORANGE
1980,THURSDAY ISLAND,MOUNT GAMBIER
1981,THURSDAY ISLAND,BUNDABERG
1982,THURSDAY ISLAND,BROKEN HILL
1983,THURSDAY ISLAND,MERIMBULA
1984,THURSDAY ISLAND,TOOWOOMBA WELLCAMP
1985,THURSDAY ISLAND,HERVEY BAY
1986,THURSDAY ISLAND,PROSERPINE
1987,THURSDAY ISLAND,DEVONPORT
1988,THURSDAY ISLAND,BATHURST ISLAND
1989,THURSDAY ISLAND,MORANBAH
1990,THURSDAY ISLAND,PARABURDOO
1991,THURSDAY ISLAND,ALBANY
1992,THURSDAY ISLAND,KINGSCOTE
1993,THURSDAY ISLAND,ROMA
1994,THURSDAY ISLAND,PARKES
1995,THURSDAY ISLAND,KUNUNURRA
1996,THURSDAY ISLAND,OLYMPIC DAM
1997,THURSDAY ISLAND,ESPERANCE
1998,THURSDAY ISLAND,FLINDERS ISLAND
1999,THURSDAY ISLAND,GOVE
2000,THURSDAY ISLAND,LONGREACH
2001,THURSDAY ISLAND,COOKTOWN
2002,THURSDAY ISLAND,GERALDTON
2003,THURSDAY ISLAND,MANINGRIDA
2004,THURSDAY ISLAND,WEIPA
2005,THURSDAY ISLAND,WOLLONGONG
2006,THURSDAY ISLAND,LORD HOWE ISLAND
2007,THURSDAY ISLAND,CEDUNA
2008,THURSDAY ISLAND,CHARLEVILLE
2009,THURSDAY ISLAND,MOREE
2010,THURSDAY ISLAND,LEARMONTH
2011,THURSDAY ISLAND,CARNARVON
2012,THURSDAY ISLAND,KOWANYAMA
2013,THURSDAY ISLAND,GROOTE EYLANDT
2014,THURSDAY ISLAND,CLONCURRY
2015,THURSDAY ISLAND,EDWARD RIVER
2016,THURSDAY ISLAND,BAMAGA
2017,THURSDAY ISLAND,MORNINGTON ISLAND
2018,THURSDAY ISLAND,AURUKUN
2019,THURSDAY ISLAND,LOCKHART RIVER
2020,THURSDAY ISLAND,MCARTHUR RIVER
2021,THURSDAY ISLAND,NORFOLK ISLAND
2022,THURSDAY ISLAND,CHRISTMAS ISLAND
2023,THURSDAY ISLAND,COCOS ISLAND
2024,KARRATHA,SYDNEY
2025,KARRATHA,MELBOURNE
2026,KARRATHA,BRISBANE
2027,KARRATHA,ADELAIDE
2028,KARRATHA,PERTH
2029,KARRATHA,CAIRNS
2030,KARRATHA,CANBERRA
2031,KARRATHA,GOLD COAST
2032,KARRATHA,TOWNSVILLE
2033,KARRATHA,DARWIN
2034,KARRATHA,HOBART
2035,KARRATHA,LAUNCESTON
2036,KARRATHA,NEWCASTLE
2037,KARRATHA,MACKAY
2038,KARRATHA,ROCKHAMPTON
2039,KARRATHA,SUNSHINE COAST
2040,KARRATHA,DUBBO
2041,KARRATHA,ALBURY
2042,KARRATHA,PORT LINCOLN
2043,KARRATHA,WAGGA WAGGA
2044,KARRATHA,ALICE SPRINGS
2045,KARRATHA,MILDURA
2046,KARRATHA,THURSDAY ISLAND
2047,KARRATHA,COFFS HARBOUR
2048,KARRATHA,KING ISLAND
2049,KARRATHA,PALM ISLAND
2050,KARRATHA,BROOME
2051,KARRATHA,ARMIDALE
2052,KARRATHA,TAMWORTH
2053,KARRATHA,MOUNT ISA
2054,KARRATHA,GLADSTONE
2055,KARRATHA,GRIFFITH
2056,KARRATHA,ESSENDON FIELDS
2057,KARRATHA,EMERALD
2058,KARRATHA,PORT HEDLAND
2059,KARRATHA,HAMILTON ISLAND
2060,KARRATHA,PORT MACQUARIE
2061,KARRATHA,BALLINA
2062,KARRATHA,NEWMAN
2063,KARRATHA,WHYALLA
2064,KARRATHA,AYERS ROCK
2065,KARRATHA,BURNIE
2066,KARRATHA,KALGOORLIE
2067,KARRATHA,ORANGE
2068,KARRATHA,MOUNT GAMBIER
2069,KARRATHA,BUNDABERG
2070,KARRATHA,BROKEN HILL
2071,KARRATHA,MERIMBULA
2072,KARRATHA,TOOWOOMBA WELLCAMP
2073,KARRATHA,HERVEY BAY
2074,KARRATHA,PROSERPINE
2075,KARRATHA,DEVONPORT
2076,KARRATHA,BATHURST ISLAND
2077,KARRATHA,MORANBAH
2078,KARRATHA,PARABURDOO
2079,KARRATHA,ALBANY
2080,KARRATHA,KINGSCOTE
2081,KARRATHA,ROMA
2082,KARRATHA,PARKES
2083,KARRATHA,KUNUNURRA
2084,KARRATHA,OLYMPIC DAM
2085,KARRATHA,ESPERANCE
2086,KARRATHA,FLINDERS ISLAND
2087,KARRATHA,GOVE
2088,KARRATHA,LONGREACH
2089,KARRATHA,COOKTOWN
2090,KARRATHA,GERALDTON
2091,KARRATHA,MANINGRIDA
2092,KARRATHA,WEIPA
2093,KARRATHA,WOLLONGONG
2094,KARRATHA,LORD HOWE ISLAND
2095,KARRATHA,CEDUNA
2096,KARRATHA,CHARLEVILLE
2097,KARRATHA,MOREE
2098,KARRATHA,LEARMONTH
2099,KARRATHA,CARNARVON
2100,KARRATHA,KOWANYAMA
2101,KARRATHA,GROOTE EYLANDT
2102,KARRATHA,CLONCURRY
2103,KARRATHA,EDWARD RIVER
2104,KARRATHA,BAMAGA
2105,KARRATHA,MORNINGTON ISLAND
2106,KARRATHA,AURUKUN
2107,KARRATHA,LOCKHART RIVER
2108,KARRATHA,MCARTHUR RIVER
2109,KARRATHA,NORFOLK ISLAND
2110,KARRATHA,CHRISTMAS ISLAND
2111,KARRATHA,COCOS ISLAND
2112,COFFS HARBOUR,SYDNEY
2113,COFFS HARBOUR,MELBOURNE
2114,COFFS HARBOUR,BRISBANE
2115,COFFS HARBOUR,ADELAIDE
2116,COFFS HARBOUR,PERTH
2117,COFFS HARBOUR,CAIRNS
2118,COFFS HARBOUR,CANBERRA
2119,COFFS HARBOUR,GOLD COAST
2120,COFFS HARBOUR,TOWNSVILLE
2121,COFFS HARBOUR,DARWIN
2122,COFFS HARBOUR,HOBART
2123,COFFS HARBOUR,LAUNCESTON
2124,COFFS HARBOUR,NEWCASTLE
2125,COFFS HARBOUR,MACKAY
2126,COFFS HARBOUR,ROCKHAMPTON
2127,COFFS HARBOUR,SUNSHINE COAST
2128,COFFS HARBOUR,DUBBO
2129,COFFS HARBOUR,ALBURY
2130,COFFS HARBOUR,PORT LINCOLN
2131,COFFS HARBOUR,WAGGA WAGGA
2132,COFFS HARBOUR,ALICE SPRINGS
2133,COFFS HARBOUR,MILDURA
2134,COFFS HARBOUR,THURSDAY ISLAND
2135,COFFS HARBOUR,KARRATHA
2136,COFFS HARBOUR,KING ISLAND
2137,COFFS HARBOUR,PALM ISLAND
2138,COFFS HARBOUR,BROOME
2139,COFFS HARBOUR,ARMIDALE
2140,COFFS HARBOUR,TAMWORTH
2141,COFFS HARBOUR,MOUNT ISA
2142,COFFS HARBOUR,GLADSTONE
2143,COFFS HARBOUR,GRIFFITH
2144,COFFS HARBOUR,ESSENDON FIELDS
2145,COFFS HARBOUR,EMERALD
2146,COFFS HARBOUR,PORT HEDLAND
2147,COFFS HARBOUR,HAMILTON ISLAND
2148,COFFS HARBOUR,PORT MACQUARIE
2149,COFFS HARBOUR,BALLINA
2150,COFFS HARBOUR,NEWMAN
2151,COFFS HARBOUR,WHYALLA
2152,COFFS HARBOUR,AYERS ROCK
2153,COFFS HARBOUR,BURNIE
2154,COFFS HARBOUR,KALGOORLIE
2155,COFFS HARBOUR,ORANGE
2156,COFFS HARBOUR,MOUNT GAMBIER
2157,COFFS HARBOUR,BUNDABERG
2158,COFFS HARBOUR,BROKEN HILL
2159,COFFS HARBOUR,MERIMBULA
2160,COFFS HARBOUR,TOOWOOMBA WELLCAMP
2161,COFFS HARBOUR,HERVEY BAY
2162,COFFS HARBOUR,PROSERPINE
2163,COFFS HARBOUR,DEVONPORT
2164,COFFS HARBOUR,BATHURST ISLAND
2165,COFFS HARBOUR,MORANBAH
2166,COFFS HARBOUR,PARABURDOO
2167,COFFS HARBOUR,ALBANY
2168,COFFS HARBOUR,KINGSCOTE
2169,COFFS HARBOUR,ROMA
2170,COFFS HARBOUR,PARKES
2171,COFFS HARBOUR,KUNUNURRA
2172,COFFS HARBOUR,OLYMPIC DAM
2173,COFFS HARBOUR,ESPERANCE
2174,COFFS HARBOUR,FLINDERS ISLAND
2175,COFFS HARBOUR,GOVE
2176,COFFS HARBOUR,LONGREACH
2177,COFFS HARBOUR,COOKTOWN
2178,COFFS HARBOUR,GERALDTON
2179,COFFS HARBOUR,MANINGRIDA
2180,COFFS HARBOUR,WEIPA
2181,COFFS HARBOUR,WOLLONGONG
2182,COFFS HARBOUR,LORD HOWE ISLAND
2183,COFFS HARBOUR,CEDUNA
2184,COFFS HARBOUR,CHARLEVILLE
2185,COFFS HARBOUR,MOREE
2186,COFFS HARBOUR,LEARMONTH
2187,COFFS HARBOUR,CARNARVON
2188,COFFS HARBOUR,KOWANYAMA
2189,COFFS HARBOUR,GROOTE EYLANDT
2190,COFFS HARBOUR,CLONCURRY
2191,COFFS HARBOUR,EDWARD RIVER
2192,COFFS HARBOUR,BAMAGA
2193,COFFS HARBOUR,MORNINGTON ISLAND
2194,COFFS HARBOUR,AURUKUN
2195,COFFS HARBOUR,LOCKHART RIVER
2196,COFFS HARBOUR,MCARTHUR RIVER
2197,COFFS HARBOUR,NORFOLK ISLAND
2198,COFFS HARBOUR,CHRISTMAS ISLAND
2199,COFFS HARBOUR,COCOS ISLAND
2200,KING ISLAND,SYDNEY
2201,KING ISLAND,MELBOURNE
2202,KING ISLAND,BRISBANE
2203,KING ISLAND,ADELAIDE
2204,KING ISLAND,PERTH
2205,KING ISLAND,CAIRNS
2206,KING ISLAND,CANBERRA
2207,KING ISLAND,GOLD COAST
2208,KING ISLAND,TOWNSVILLE
2209,KING ISLAND,DARWIN
2210,KING ISLAND,HOBART
2211,KING ISLAND,LAUNCESTON
2212,KING ISLAND,NEWCASTLE
2213,KING ISLAND,MACKAY
2214,KING ISLAND,ROCKHAMPTON
2215,KING ISLAND,SUNSHINE COAST
2216,KING ISLAND,DUBBO
2217,KING ISLAND,ALBURY
2218,KING ISLAND,PORT LINCOLN
2219,KING ISLAND,WAGGA WAGGA
2220,KING ISLAND,ALICE SPRINGS
2221,KING ISLAND,MILDURA
2222,KING ISLAND,THURSDAY ISLAND
2223,KING ISLAND,KARRATHA
2224,KING ISLAND,COFFS HARBOUR
2225,KING ISLAND,PALM ISLAND
2226,KING ISLAND,BROOME
2227,KING ISLAND,ARMIDALE
2228,KING ISLAND,TAMWORTH
2229,KING ISLAND,MOUNT ISA
2230,KING ISLAND,GLADSTONE
2231,KING ISLAND,GRIFFITH
2232,KING ISLAND,ESSENDON FIELDS
2233,KING ISLAND,EMERALD
2234,KING ISLAND,PORT HEDLAND
2235,KING ISLAND,HAMILTON ISLAND
2236,KING ISLAND,PORT MACQUARIE
2237,KING ISLAND,BALLINA
2238,KING ISLAND,NEWMAN
2239,KING ISLAND,WHYALLA
2240,KING ISLAND,AYERS ROCK
2241,KING ISLAND,BURNIE
2242,KING ISLAND,KALGOORLIE
2243,KING ISLAND,ORANGE
2244,KING ISLAND,MOUNT GAMBIER
2245,KING ISLAND,BUNDABERG
2246,KING ISLAND,BROKEN HILL
2247,KING ISLAND,MERIMBULA
2248,KING ISLAND,TOOWOOMBA WELLCAMP
2249,KING ISLAND,HERVEY BAY
2250,KING ISLAND,PROSERPINE
2251,KING ISLAND,DEVONPORT
2252,KING ISLAND,BATHURST ISLAND
2253,KING ISLAND,MORANBAH
2254,KING ISLAND,PARABURDOO
2255,KING ISLAND,ALBANY
2256,KING ISLAND,KINGSCOTE
2257,KING ISLAND,ROMA
2258,KING ISLAND,PARKES
2259,KING ISLAND,KUNUNURRA
2260,KING ISLAND,OLYMPIC DAM
2261,KING ISLAND,ESPERANCE
2262,KING ISLAND,FLINDERS ISLAND
2263,KING ISLAND,GOVE
2264,KING ISLAND,LONGREACH
2265,KING ISLAND,COOKTOWN
2266,KING ISLAND,GERALDTON
2267,KING ISLAND,MANINGRIDA
2268,KING ISLAND,WEIPA
2269,KING ISLAND,WOLLONGONG
2270,KING ISLAND,LORD HOWE ISLAND
2271,KING ISLAND,CEDUNA
2272,KING ISLAND,CHARLEVILLE
2273,KING ISLAND,MOREE
2274,KING ISLAND,LEARMONTH
2275,KING ISLAND,CARNARVON
2276,KING ISLAND,KOWANYAMA
2277,KING ISLAND,GROOTE EYLANDT
2278,KING ISLAND,CLONCURRY
2279,KING ISLAND,EDWARD RIVER
2280,KING ISLAND,BAMAGA
2281,KING ISLAND,MORNINGTON ISLAND
2282,KING ISLAND,AURUKUN
2283,KING ISLAND,LOCKHART RIVER
2284,KING ISLAND,MCARTHUR RIVER
2285,KING ISLAND,NORFOLK ISLAND
2286,KING ISLAND,CHRISTMAS ISLAND
2287,KING ISLAND,COCOS ISLAND
2288,PALM ISLAND,SYDNEY
2289,PALM ISLAND,MELBOURNE
2290,PALM ISLAND,BRISBANE
2291,PALM ISLAND,ADELAIDE
2292,PALM ISLAND,PERTH
2293,PALM ISLAND,CAIRNS
2294,PALM ISLAND,CANBERRA
2295,PALM ISLAND,GOLD COAST
2296,PALM ISLAND,TOWNSVILLE
2297,PALM ISLAND,DARWIN
2298,PALM ISLAND,HOBART
2299,PALM ISLAND,LAUNCESTON
2300,PALM ISLAND,NEWCASTLE
2301,PALM ISLAND,MACKAY
2302,PALM ISLAND,ROCKHAMPTON
2303,PALM ISLAND,SUNSHINE COAST
2304,PALM ISLAND,DUBBO
2305,PALM ISLAND,ALBURY
2306,PALM ISLAND,PORT LINCOLN
2307,PALM ISLAND,WAGGA WAGGA
2308,PALM ISLAND,ALICE SPRINGS
2309,PALM ISLAND,MILDURA
2310,PALM ISLAND,THURSDAY ISLAND
2311,PALM ISLAND,KARRATHA
2312,PALM ISLAND,COFFS HARBOUR
2313,PALM ISLAND,KING ISLAND
2314,PALM ISLAND,BROOME
2315,PALM ISLAND,ARMIDALE
2316,PALM ISLAND,TAMWORTH
2317,PALM ISLAND,MOUNT ISA
2318,PALM ISLAND,GLADSTONE
2319,PALM ISLAND,GRIFFITH
2320,PALM ISLAND,ESSENDON FIELDS
2321,PALM ISLAND,EMERALD
2322,PALM ISLAND,PORT HEDLAND
2323,PALM ISLAND,HAMILTON ISLAND
2324,PALM ISLAND,PORT MACQUARIE
2325,PALM ISLAND,BALLINA
2326,PALM ISLAND,NEWMAN
2327,PALM ISLAND,WHYALLA
2328,PALM ISLAND,AYERS ROCK
2329,PALM ISLAND,BURNIE
2330,PALM ISLAND,KALGOORLIE
2331,PALM ISLAND,ORANGE
2332,PALM ISLAND,MOUNT GAMBIER
2333,PALM ISLAND,BUNDABERG
2334,PALM ISLAND,BROKEN HILL
2335,PALM ISLAND,MERIMBULA
2336,PALM ISLAND,TOOWOOMBA WELLCAMP
2337,PALM ISLAND,HERVEY BAY
2338,PALM ISLAND,PROSERPINE
2339,PALM ISLAND,DEVONPORT
2340,PALM ISLAND,BATHURST ISLAND
2341,PALM ISLAND,MORANBAH
2342,PALM ISLAND,PARABURDOO
2343,PALM ISLAND,ALBANY
2344,PALM ISLAND,KINGSCOTE
2345,PALM ISLAND,ROMA
2346,PALM ISLAND,PARKES
2347,PALM ISLAND,KUNUNURRA
2348,PALM ISLAND,OLYMPIC DAM
2349,PALM ISLAND,ESPERANCE
2350,PALM ISLAND,FLINDERS ISLAND
2351,PALM ISLAND,GOVE
2352,PALM ISLAND,LONGREACH
2353,PALM ISLAND,COOKTOWN
2354,PALM ISLAND,GERALDTON
2355,PALM ISLAND,MANINGRIDA
2356,PALM ISLAND,WEIPA
2357,PALM ISLAND,WOLLONGONG
2358,PALM ISLAND,LORD HOWE ISLAND
2359,PALM ISLAND,CEDUNA
2360,PALM ISLAND,CHARLEVILLE
2361,PALM ISLAND,MOREE
2362,PALM ISLAND,LEARMONTH
2363,PALM ISLAND,CARNARVON
2364,PALM ISLAND,KOWANYAMA
2365,PALM ISLAND,GROOTE EYLANDT
2366,PALM ISLAND,CLONCURRY
2367,PALM ISLAND,EDWARD RIVER
2368,PALM ISLAND,BAMAGA
2369,PALM ISLAND,MORNINGTON ISLAND
2370,PALM ISLAND,AURUKUN
2371,PALM ISLAND,LOCKHART RIVER
2372,PALM ISLAND,MCARTHUR RIVER
2373,PALM ISLAND,NORFOLK ISLAND
2374,PALM ISLAND,CHRISTMAS ISLAND
2375,PALM ISLAND,COCOS ISLAND
2376,BROOME,SYDNEY
2377,BROOME,MELBOURNE
2378,BROOME,BRISBANE
2379,BROOME,ADELAIDE
2380,BROOME,PERTH
2381,BROOME,CAIRNS
2382,BROOME,CANBERRA
2383,BROOME,GOLD COAST
2384,BROOME,TOWNSVILLE
2385,BROOME,DARWIN
2386,BROOME,HOBART
2387,BROOME,LAUNCESTON
2388,BROOME,NEWCASTLE
2389,BROOME,MACKAY
2390,BROOME,ROCKHAMPTON
2391,BROOME,SUNSHINE COAST
2392,BROOME,DUBBO
2393,BROOME,ALBURY
2394,BROOME,PORT LINCOLN
2395,BROOME,WAGGA WAGGA
2396,BROOME,ALICE SPRINGS
2397,BROOME,MILDURA
2398,BROOME,THURSDAY ISLAND
2399,BROOME,KARRATHA
2400,BROOME,COFFS HARBOUR
2401,BROOME,KING ISLAND
2402,BROOME,PALM ISLAND
2403,BROOME,ARMIDALE
2404,BROOME,TAMWORTH
2405,BROOME,MOUNT ISA
2406,BROOME,GLADSTONE
2407,BROOME,GRIFFITH
2408,BROOME,ESSENDON FIELDS
2409,BROOME,EMERALD
2410,BROOME,PORT HEDLAND
2411,BROOME,HAMILTON ISLAND
2412,BROOME,PORT MACQUARIE
2413,BROOME,BALLINA
2414,BROOME,NEWMAN
2415,BROOME,WHYALLA
2416,BROOME,AYERS ROCK
2417,BROOME,BURNIE
2418,BROOME,KALGOORLIE
2419,BROOME,ORANGE
2420,BROOME,MOUNT GAMBIER
2421,BROOME,BUNDABERG
2422,BROOME,BROKEN HILL
2423,BROOME,MERIMBULA
2424,BROOME,TOOWOOMBA WELLCAMP
2425,BROOME,HERVEY BAY
2426,BROOME,PROSERPINE
2427,BROOME,DEVONPORT
2428,BROOME,BATHURST ISLAND
2429,BROOME,MORANBAH
2430,BROOME,PARABURDOO
2431,BROOME,ALBANY
2432,BROOME,KINGSCOTE
2433,BROOME,ROMA
2434,BROOME,PARKES
2435,BROOME,KUNUNURRA
2436,BROOME,OLYMPIC DAM
2437,BROOME,ESPERANCE
2438,BROOME,FLINDERS ISLAND
2439,BROOME,GOVE
2440,BROOME,LONGREACH
2441,BROOME,COOKTOWN
2442,BROOME,GERALDTON
2443,BROOME,MANINGRIDA
2444,BROOME,WEIPA
2445,BROOME,WOLLONGONG
2446,BROOME,LORD HOWE ISLAND
2447,BROOME,CEDUNA
2448,BROOME,CHARLEVILLE
2449,BROOME,MOREE
2450,BROOME,LEARMONTH
2451,BROOME,CARNARVON
2452,BROOME,KOWANYAMA
2453,BROOME,GROOTE EYLANDT
2454,BROOME,CLONCURRY
2455,BROOME,EDWARD RIVER
2456,BROOME,BAMAGA
2457,BROOME,MORNINGTON ISLAND
2458,BROOME,AURUKUN
2459,BROOME,LOCKHART RIVER
2460,BROOME,MCARTHUR RIVER
2461,BROOME,NORFOLK ISLAND
2462,BROOME,CHRISTMAS ISLAND
2463,BROOME,COCOS ISLAND
2464,ARMIDALE,SYDNEY
2465,ARMIDALE,MELBOURNE
2466,ARMIDALE,BRISBANE
2467,ARMIDALE,ADELAIDE
2468,ARMIDALE,PERTH
2469,ARMIDALE,CAIRNS
2470,ARMIDALE,CANBERRA
2471,ARMIDALE,GOLD COAST
2472,ARMIDALE,TOWNSVILLE
2473,ARMIDALE,DARWIN
2474,ARMIDALE,HOBART
2475,ARMIDALE,LAUNCESTON
2476,ARMIDALE,NEWCASTLE
2477,ARMIDALE,MACKAY
2478,ARMIDALE,ROCKHAMPTON
2479,ARMIDALE,SUNSHINE COAST
2480,ARMIDALE,DUBBO
2481,ARMIDALE,ALBURY
2482,ARMIDALE,PORT LINCOLN
2483,ARMIDALE,WAGGA WAGGA
2484,ARMIDALE,ALICE SPRINGS
2485,ARMIDALE,MILDURA
2486,ARMIDALE,THURSDAY ISLAND
2487,ARMIDALE,KARRATHA
2488,ARMIDALE,COFFS HARBOUR
2489,ARMIDALE,KING ISLAND
2490,ARMIDALE,PALM ISLAND
2491,ARMIDALE,BROOME
2492,ARMIDALE,TAMWORTH
2493,ARMIDALE,MOUNT ISA
2494,ARMIDALE,GLADSTONE
2495,ARMIDALE,GRIFFITH
2496,ARMIDALE,ESSENDON FIELDS
2497,ARMIDALE,EMERALD
2498,ARMIDALE,PORT HEDLAND
2499,ARMIDALE,HAMILTON ISLAND
2500,ARMIDALE,PORT MACQUARIE
2501,ARMIDALE,BALLINA
2502,ARMIDALE,NEWMAN
2503,ARMIDALE,WHYALLA
2504,ARMIDALE,AYERS ROCK
2505,ARMIDALE,BURNIE
2506,ARMIDALE,KALGOORLIE
2507,ARMIDALE,ORANGE
2508,ARMIDALE,MOUNT GAMBIER
2509,ARMIDALE,BUNDABERG
2510,ARMIDALE,BROKEN HILL
2511,ARMIDALE,MERIMBULA
2512,ARMIDALE,TOOWOOMBA WELLCAMP
2513,ARMIDALE,HERVEY BAY
2514,ARMIDALE,PROSERPINE
2515,ARMIDALE,DEVONPORT
2516,ARMIDALE,BATHURST ISLAND
2517,ARMIDALE,MORANBAH
2518,ARMIDALE,PARABURDOO
2519,ARMIDALE,ALBANY
2520,ARMIDALE,KINGSCOTE
2521,ARMIDALE,ROMA
2522,ARMIDALE,PARKES
2523,ARMIDALE,KUNUNURRA
2524,ARMIDALE,OLYMPIC DAM
2525,ARMIDALE,ESPERANCE
2526,ARMIDALE,FLINDERS ISLAND
2527,ARMIDALE,GOVE
2528,ARMIDALE,LONGREACH
2529,ARMIDALE,COOKTOWN
2530,ARMIDALE,GERALDTON
2531,ARMIDALE,MANINGRIDA
2532,ARMIDALE,WEIPA
2533,ARMIDALE,WOLLONGONG
2534,ARMIDALE,LORD HOWE ISLAND
2535,ARMIDALE,CEDUNA
2536,ARMIDALE,CHARLEVILLE
2537,ARMIDALE,MOREE
2538,ARMIDALE,LEARMONTH
2539,ARMIDALE,CARNARVON
2540,ARMIDALE,KOWANYAMA
2541,ARMIDALE,GROOTE EYLANDT
2542,ARMIDALE,CLONCURRY
2543,ARMIDALE,EDWARD RIVER
2544,ARMIDALE,BAMAGA
2545,ARMIDALE,MORNINGTON ISLAND
2546,ARMIDALE,AURUKUN
2547,ARMIDALE,LOCKHART RIVER
2548,ARMIDALE,MCARTHUR RIVER
2549,ARMIDALE,NORFOLK ISLAND
