,Airport_From,Airport_To
2791,HERVEY BAY,ARMIDALE
2792,MACKAY,BRISBANE
2793,SYDNEY,GOLD COAST
2794,ADELAIDE,PERTH
2795,CAIRNS,KALGOORLIE
2796,ADELAIDE,MELBOURNE
2797,MELBOURNE,ALICE SPRINGS
2798,ESSENDON FIELDS,MELBOURNE
2799,MELBOURNE,PORT LINCOLN
2800,CANBERRA,ALBURY
2801,TOWNSVILLE,DARWIN
2802,SYDNEY,PALM ISLAND
2803,MOUNT ISA,MELBOURNE
2804,SYDNEY,ADELAIDE
2805,PERTH,DARWIN
2806,BRISBANE,SYDNEY
2807,SYDNEY,HERVEY BAY
2808,ADELAIDE,BRISBANE
2809,KALGOORLIE,MELBOURNE
2810,MELBOURNE,PERTH
2811,CANBERRA,ADELAIDE
2812,NEWCASTLE,ADELAIDE
2813,BRISBANE,ADELAIDE
2815,MACKAY,MELBOURNE
2816,ROMA,SYDNEY
2817,BRISBANE,MELBOURNE
2818,MORANBAH,BRISBANE
2819,BRISBANE,KING ISLAND
2821,ADELAIDE,BRISBANE
2822,MELBOURNE,HAMILTON ISLAND
2824,MELBOURNE,ADELAIDE
2825,CANBERRA,BRISBANE
2826,SYDNEY,AURUKUN
2827,CANBERRA,SYDNEY
2828,BRISBANE,SYDNEY
2829,ESSENDON FIELDS,PERTH
2830,CANBERRA,PERTH
2831,BRISBANE,SYDNEY
2832,MELBOURNE,NEWMAN
2833,TOWNSVILLE,LAUNCESTON
2834,PORT LINCOLN,SYDNEY
2835,MELBOURNE,CAIRNS
2836,SYDNEY,MELBOURNE
2837,SYDNEY,CAIRNS
2838,SYDNEY,MELBOURNE
2839,SYDNEY,BRISBANE
2840,MELBOURNE,PERTH
2841,BRISBANE,SYDNEY
2842,MELBOURNE,PALM ISLAND
2843,CANBERRA,SYDNEY
2844,PERTH,CANBERRA
2845,HOBART,PERTH
2846,SYDNEY,MELBOURNE
2847,BRISBANE,MOUNT GAMBIER
2848,BRISBANE,SYDNEY
2849,BRISBANE,ADELAIDE
2850,SYDNEY,GOLD COAST
2851,MACKAY,SYDNEY
2852,SYDNEY,ARMIDALE
2853,PERTH,TOWNSVILLE
2854,NEWCASTLE,MELBOURNE
2855,WAGGA WAGGA,MELBOURNE
2856,SYDNEY,MELBOURNE
2857,MELBOURNE,HAMILTON ISLAND
2858,ADELAIDE,CANBERRA
2859,SYDNEY,HOBART
2860,SYDNEY,DUBBO
2861,MELBOURNE,SYDNEY
2862,CANBERRA,BRISBANE
2863,KARRATHA,MELBOURNE
2864,MELBOURNE,ADELAIDE
2865,SYDNEY,PERTH
2866,SYDNEY,HOBART
2867,HOBART,ADELAIDE
2868,SYDNEY,PERTH
2869,GOLD COAST,SYDNEY
2870,CAIRNS,ADELAIDE
2871,ADELAIDE,HOBART
2873,GOLD COAST,BURNIE
2874,MELBOURNE,BRISBANE
2875,ADELAIDE,SYDNEY
2877,SYDNEY,MELBOURNE
2878,THURSDAY ISLAND,PERTH
2879,MELBOURNE,BRISBANE
2880,TOWNSVILLE,LAUNCESTON
2881,MELBOURNE,PARKES
2882,BRISBANE,MELBOURNE
2883,KALGOORLIE,SYDNEY
2884,PERTH,SYDNEY
2886,GOLD COAST,PERTH
2887,ALBURY,SYDNEY
2888,CAIRNS,BROOME
2889,PERTH,KARRATHA
2890,MELBOURNE,BRISBANE
2891,SYDNEY,BRISBANE
2892,BRISBANE,MELBOURNE
2893,ALBURY,ARMIDALE
2894,MELBOURNE,BRISBANE
2895,KING ISLAND,ADELAIDE
2896,MELBOURNE,SYDNEY
2897,MANINGRIDA,CANBERRA
2898,CAIRNS,SYDNEY
2899,MELBOURNE,NEWCASTLE
2900,PERTH,HOBART
2902,SYDNEY,LAUNCESTON
2903,PORT HEDLAND,BAMAGA
2904,TAMWORTH,GOLD COAST
2905,GOLD COAST,SYDNEY
2907,MILDURA,BRISBANE
2908,MELBOURNE,BRISBANE
2909,TAMWORTH,PERTH
2910,SYDNEY,ADELAIDE
2911,MELBOURNE,SYDNEY
2912,CANBERRA,MELBOURNE
2913,EMERALD,SYDNEY
2914,SYDNEY,NEWCASTLE
2915,PERTH,MELBOURNE
2916,PERTH,CAIRNS
2917,CAIRNS,SYDNEY
2918,BRISBANE,HOBART
2919,SYDNEY,BRISBANE
2920,BRISBANE,CANBERRA
2922,ORANGE,SYDNEY
2923,ADELAIDE,PERTH
2925,GOLD COAST,CANBERRA
2928,BRISBANE,SYDNEY
2929,EDWARD RIVER,BRISBANE
2930,MELBOURNE,SYDNEY
2931,MELBOURNE,BROOME
2932,SUNSHINE COAST,BRISBANE
2933,COFFS HARBOUR,SYDNEY
2934,SYDNEY,BRISBANE
2935,CAIRNS,MELBOURNE
2936,KING ISLAND,CAIRNS
2938,BRISBANE,SYDNEY
2939,ADELAIDE,MELBOURNE
2940,PERTH,SYDNEY
2941,BRISBANE,ALICE SPRINGS
2942,SYDNEY,PORT MACQUARIE
2943,BRISBANE,LAUNCESTON
2944,HOBART,BRISBANE
2945,MELBOURNE,BRISBANE
2946,ARMIDALE,BRISBANE
2947,SYDNEY,MELBOURNE
2948,CANBERRA,SYDNEY
2949,MELBOURNE,SYDNEY
2950,PALM ISLAND,SYDNEY
2951,BRISBANE,WAGGA WAGGA
2952,MELBOURNE,PERTH
2953,BALLINA,MELBOURNE
2954,ADELAIDE,SUNSHINE COAST
2955,ALICE SPRINGS,SUNSHINE COAST
2957,MACKAY,BRISBANE
2958,BURNIE,SYDNEY
2959,BRISBANE,SYDNEY
2961,SYDNEY,BRISBANE
2962,SYDNEY,PERTH
2963,ADELAIDE,BROKEN HILL
2964,PERTH,GRIFFITH
2965,GOLD COAST,SYDNEY
2966,LAUNCESTON,SYDNEY
2967,ARMIDALE,MELBOURNE
2968,PERTH,BRISBANE
2969,SYDNEY,BRISBANE
2970,ALICE SPRINGS,BRISBANE
2972,MELBOURNE,ESSENDON FIELDS
2973,DUBBO,BRISBANE
2974,SYDNEY,MELBOURNE
2975,SYDNEY,CANBERRA
2976,PERTH,BRISBANE
2978,PERTH,BRISBANE
2979,MELBOURNE,CAIRNS
2980,CANBERRA,MELBOURNE
2981,BRISBANE,SYDNEY
2982,WEIPA,SYDNEY
2983,GOLD COAST,CANBERRA
2984,ORANGE,BRISBANE
2985,SYDNEY,PERTH
2986,SYDNEY,GOLD COAST
2987,SYDNEY,HOBART
2988,SYDNEY,THURSDAY ISLAND
2989,MELBOURNE,BRISBANE
2990,ESSENDON FIELDS,SUNSHINE COAST
2991,BRISBANE,TOWNSVILLE
2992,MELBOURNE,ROCKHAMPTON
2993,SYDNEY,PARABURDOO
2994,BALLINA,MELBOURNE
2995,BRISBANE,COOKTOWN
2996,WAGGA WAGGA,BRISBANE
2997,SYDNEY,CAIRNS
2998,PERTH,CAIRNS
2999,ADELAIDE,SYDNEY
3000,ADELAIDE,HOBART
3001,BRISBANE,KING ISLAND
3002,MELBOURNE,BRISBANE
3003,HOBART,BAMAGA
3004,GLADSTONE,CAIRNS
3005,SYDNEY,NEWCASTLE
3006,CAIRNS,MELBOURNE
3007,MELBOURNE,SYDNEY
3008,MELBOURNE,SYDNEY
3009,ROCKHAMPTON,ADELAIDE
3010,BRISBANE,DARWIN
3011,CANBERRA,SYDNEY
3013,GOLD COAST,MELBOURNE
3014,MELBOURNE,PERTH
3015,BRISBANE,SYDNEY
3016,ADELAIDE,BRISBANE
3017,TOWNSVILLE,SYDNEY
3018,SYDNEY,TOWNSVILLE
3019,ADELAIDE,MELBOURNE
3020,SYDNEY,DARWIN
3021,PERTH,SYDNEY
3022,SYDNEY,DUBBO
3023,COFFS HARBOUR,BRISBANE
3024,MELBOURNE,CANBERRA
3025,PORT HEDLAND,MILDURA
3026,PERTH,BRISBANE
3027,BURNIE,MELBOURNE
3028,MELBOURNE,TOWNSVILLE
3029,SYDNEY,PERTH
3030,SYDNEY,HOBART
3032,SYDNEY,CANBERRA
3033,SYDNEY,DARWIN
3034,PORT HEDLAND,SYDNEY
3035,COFFS HARBOUR,CANBERRA
3036,CAIRNS,BRISBANE
3038,PORT LINCOLN,ADELAIDE
3039,DARWIN,CANBERRA
3040,BRISBANE,GRIFFITH
3041,BRISBANE,SYDNEY
3043,CARNARVON,ADELAIDE
3044,SYDNEY,ADELAIDE
3045,SYDNEY,ADELAIDE
3047,ORANGE,SYDNEY
3048,KARRATHA,DEVONPORT
3050,BATHURST ISLAND,MELBOURNE
3051,HOBART,MELBOURNE
3052,BRISBANE,SYDNEY
3053,BRISBANE,CANBERRA
3054,BUNDABERG,BRISBANE
3055,SYDNEY,MELBOURNE
3056,PROSERPINE,SYDNEY
3057,LAUNCESTON,SYDNEY
3058,MELBOURNE,SYDNEY
3059,SYDNEY,MELBOURNE
3060,LAUNCESTON,SUNSHINE COAST
3061,SYDNEY,HOBART
3063,SYDNEY,BRISBANE
3064,MELBOURNE,PERTH
3065,BRISBANE,SYDNEY
3066,ALICE SPRINGS,BUNDABERG
3068,GERALDTON,BRISBANE
3069,SYDNEY,BRISBANE
3070,SYDNEY,MELBOURNE
3071,ADELAIDE,BRISBANE
3072,NEWCASTLE,ADELAIDE
3073,SYDNEY,MELBOURNE
3074,MELBOURNE,LOCKHART RIVER
3075,GLADSTONE,CANBERRA
3076,SYDNEY,MELBOURNE
3077,PERTH,SYDNEY
3078,SYDNEY,PORT MACQUARIE
3079,SYDNEY,BRISBANE
3080,HOBART,NEWMAN
3081,DARWIN,MELBOURNE
3082,ADELAIDE,SYDNEY
3083,SYDNEY,ADELAIDE
3084,BRISBANE,MELBOURNE
3085,LONGREACH,LOCKHART RIVER
3086,SYDNEY,GOLD COAST
3087,WHYALLA,SYDNEY
3088,ORANGE,WAGGA WAGGA
3089,ADELAIDE,CAIRNS
3091,ADELAIDE,MELBOURNE
3092,ROCKHAMPTON,MELBOURNE
3094,SYDNEY,KUNUNURRA
3095,BRISBANE,EMERALD
3096,DARWIN,ESPERANCE
3097,BRISBANE,SYDNEY
3099,SYDNEY,PORT MACQUARIE
3100,MERIMBULA,DARWIN
3101,BRISBANE,MELBOURNE
3102,TOWNSVILLE,CANBERRA
3103,DARWIN,SYDNEY
3105,BROOME,BRISBANE
3106,GOLD COAST,BRISBANE
3107,WEIPA,ADELAIDE
3108,SYDNEY,PERTH
3109,BRISBANE,MELBOURNE
3110,KARRATHA,BRISBANE
3111,GOVE,MELBOURNE
3112,MELBOURNE,PERTH
3113,MACKAY,CAIRNS
3114,GOLD COAST,MELBOURNE
3115,DARWIN,ALBURY
3116,MELBOURNE,CAIRNS
3117,KALGOORLIE,PERTH
3118,ADELAIDE,BRISBANE
3119,CANBERRA,SYDNEY
3120,SYDNEY,BRISBANE
3121,SYDNEY,MELBOURNE
3122,CAIRNS,BRISBANE
3123,DEVONPORT,CANBERRA
3124,CAIRNS,ADELAIDE
3125,LOCKHART RIVER,MELBOURNE
3126,MELBOURNE,ADELAIDE
3127,ALICE SPRINGS,SYDNEY
3128,CAIRNS,BRISBANE
3129,SUNSHINE COAST,PERTH
3130,BRISBANE,ADELAIDE
3132,BRISBANE,ADELAIDE
3134,MELBOURNE,SYDNEY
3135,BALLINA,KING ISLAND
3136,NEWMAN,BRISBANE
3137,MELBOURNE,WEIPA
3138,MELBOURNE,SYDNEY
3139,MACKAY,PARABURDOO
3140,FLINDERS ISLAND,SYDNEY
3141,ESSENDON FIELDS,PERTH
3142,MELBOURNE,SYDNEY
3143,KARRATHA,MELBOURNE
3144,BRISBANE,SYDNEY
3145,ARMIDALE,SYDNEY
3146,HOBART,KARRATHA
3148,BALLINA,BRISBANE
3149,DARWIN,BRISBANE
3150,ARMIDALE,MELBOURNE
3151,SYDNEY,TOWNSVILLE
3152,SYDNEY,BRISBANE
3153,SYDNEY,MOUNT ISA
3154,NEWCASTLE,MELBOURNE
3155,OLYMPIC DAM,SYDNEY
3156,PORT MACQUARIE,WAGGA WAGGA
3157,SYDNEY,MELBOURNE
3159,BRISBANE,TOWNSVILLE
3160,SYDNEY,PARKES
3161,CANBERRA,ADELAIDE
3163,BATHURST ISLAND,ADELAIDE
3164,ADELAIDE,AYERS ROCK
3165,PERTH,MELBOURNE
3166,BURNIE,MELBOURNE
3167,SYDNEY,GOLD COAST
3168,KINGSCOTE,GOLD COAST
3169,SYDNEY,HOBART
3170,DARWIN,CAIRNS
3172,ADELAIDE,MELBOURNE
3173,PARABURDOO,MELBOURNE
3174,SYDNEY,COFFS HARBOUR
3175,MILDURA,SYDNEY
3176,PERTH,LAUNCESTON
3177,SYDNEY,KING ISLAND
3178,BRISBANE,ADELAIDE
3179,NEWCASTLE,SYDNEY
3180,PERTH,MELBOURNE
3181,MELBOURNE,BRISBANE
3182,SYDNEY,MELBOURNE
3183,ORANGE,CAIRNS
3184,KOWANYAMA,MELBOURNE
3185,ROCKHAMPTON,LONGREACH
3187,BRISBANE,MELBOURNE
3188,PERTH,BRISBANE
3189,THURSDAY ISLAND,SYDNEY
3190,CANBERRA,PERTH
3191,SYDNEY,GROOTE EYLANDT
3192,PERTH,AYERS ROCK
3193,SYDNEY,GRIFFITH
3194,BRISBANE,MELBOURNE
3195,CAIRNS,PARABURDOO
3196,MELBOURNE,CANBERRA
3197,PERTH,NEWCASTLE
3198,PALM ISLAND,CAIRNS
3199,DUBBO,PROSERPINE
3200,NEWCASTLE,PERTH
3202,HOBART,MELBOURNE
3203,DUBBO,PERTH
3204,EMERALD,BRISBANE
3205,SYDNEY,PERTH
3206,MELBOURNE,DARWIN
3207,MELBOURNE,MOUNT ISA
3208,MELBOURNE,HAMILTON ISLAND
3209,CAIRNS,SYDNEY
3210,ADELAIDE,BRISBANE
3211,MELBOURNE,PARABURDOO
3212,PARABURDOO,TOWNSVILLE
3214,HAMILTON ISLAND,BRISBANE
3215,ADELAIDE,HAMILTON ISLAND
3216,MELBOURNE,DARWIN
3217,BRISBANE,PERTH
3218,SYDNEY,BRISBANE
3219,SYDNEY,ARMIDALE
3220,MELBOURNE,GOLD COAST
3221,BRISBANE,MELBOURNE
3222,PERTH,MELBOURNE
3223,BROKEN HILL,ADELAIDE
3224,GOLD COAST,CANBERRA
3226,CAIRNS,SYDNEY
3227,FLINDERS ISLAND,GOLD COAST
3228,TOWNSVILLE,MELBOURNE
3229,HOBART,CAIRNS
3230,MELBOURNE,ADELAIDE
3231,SYDNEY,MELBOURNE
3232,GROOTE EYLANDT,PERTH
3233,SYDNEY,BRISBANE
3234,ADELAIDE,BATHURST ISLAND
3235,CAIRNS,BRISBANE
3236,KUNUNURRA,PERTH
3237,SYDNEY,MELBOURNE
3238,BRISBANE,BAMAGA
3239,FLINDERS ISLAND,ADELAIDE
3240,MELBOURNE,KALGOORLIE
3241,PALM ISLAND,SYDNEY
3242,ADELAIDE,SYDNEY
3243,MELBOURNE,SYDNEY
3244,TOWNSVILLE,BRISBANE
3245,SYDNEY,GOLD COAST
3246,ALBURY,SYDNEY
3247,MELBOURNE,CANBERRA
3249,BRISBANE,ADELAIDE
3250,BRISBANE,MELBOURNE
3251,EMERALD,BRISBANE
3252,BRISBANE,GERALDTON
3253,SYDNEY,MELBOURNE
3254,EMERALD,SYDNEY
3255,SYDNEY,ALICE SPRINGS
3256,SYDNEY,ORANGE
3257,WAGGA WAGGA,SYDNEY
3258,BRISBANE,CAIRNS
3259,SYDNEY,CAIRNS
3260,SYDNEY,BRISBANE
3261,ARMIDALE,ALBURY
3262,MELBOURNE,SYDNEY
3263,ADELAIDE,PERTH
3264,SYDNEY,ADELAIDE
3265,HAMILTON ISLAND,DUBBO
3266,BRISBANE,PERTH
3267,MILDURA,MELBOURNE
3268,PERTH,AYERS ROCK
3269,SYDNEY,ADELAIDE
3270,MELBOURNE,SYDNEY
3271,FLINDERS ISLAND,SYDNEY
3272,ADELAIDE,MELBOURNE
3273,DUBBO,MELBOURNE
3274,ROCKHAMPTON,TOOWOOMBA WELLCAMP
3276,MELBOURNE,SYDNEY
3277,DEVONPORT,PERTH
3278,EMERALD,NEWCASTLE
3279,BRISBANE,MELBOURNE
3280,ADELAIDE,MELBOURNE
3281,CAIRNS,BRISBANE
3282,COFFS HARBOUR,MOUNT GAMBIER
3283,SYDNEY,MELBOURNE
3284,MELBOURNE,CAIRNS
3285,CANBERRA,MACKAY
3287,PROSERPINE,SYDNEY
3288,TOWNSVILLE,SYDNEY
3289,MORNINGTON ISLAND,PARABURDOO
3290,BRISBANE,DEVONPORT
3291,BRISBANE,ARMIDALE
3292,BRISBANE,SYDNEY
3293,MELBOURNE,NEWCASTLE
3294,TOWNSVILLE,ADELAIDE
3295,SYDNEY,MILDURA
3297,NEWCASTLE,PERTH
3298,MELBOURNE,KARRATHA
3299,BRISBANE,SYDNEY
3300,ADELAIDE,SYDNEY
3301,LAUNCESTON,CANBERRA
3302,BRISBANE,MELBOURNE
3303,BRISBANE,MELBOURNE
3304,MILDURA,GOLD COAST
3305,MELBOURNE,BRISBANE
3306,BRISBANE,MILDURA
3307,BROOME,BRISBANE
3308,MELBOURNE,ADELAIDE
3309,PORT LINCOLN,TAMWORTH
3310,DARWIN,ROCKHAMPTON
3312,MOUNT ISA,SYDNEY
3313,SYDNEY,CANBERRA
3315,MELBOURNE,ADELAIDE
3316,BRISBANE,ROCKHAMPTON
3317,ADELAIDE,SYDNEY
3318,MELBOURNE,SYDNEY
3319,SUNSHINE COAST,MELBOURNE
3320,CANBERRA,MELBOURNE
3321,ADELAIDE,SYDNEY
3322,SYDNEY,WEIPA
3323,DARWIN,MELBOURNE
3324,PALM ISLAND,ADELAIDE
3326,BRISBANE,MELBOURNE
3327,MELBOURNE,SYDNEY
3328,BRISBANE,HOBART
3329,MELBOURNE,GOLD COAST
3330,CAIRNS,GLADSTONE
3331,SYDNEY,BRISBANE
3332,COOKTOWN,GOLD COAST
3333,PORT LINCOLN,COFFS HARBOUR
3334,GOLD COAST,ADELAIDE
3335,PERTH,BRISBANE
3336,SYDNEY,TOWNSVILLE
3337,ORANGE,PERTH
3338,SYDNEY,LAUNCESTON
3339,SYDNEY,MELBOURNE
3340,MOUNT GAMBIER,AYERS ROCK
3341,SYDNEY,MELBOURNE
3342,WAGGA WAGGA,SYDNEY
3344,TOWNSVILLE,MORANBAH
3345,MACKAY,SYDNEY
3346,MELBOURNE,LAUNCESTON
3350,ADELAIDE,SYDNEY
3351,COFFS HARBOUR,BRISBANE
3352,ADELAIDE,GOLD COAST
3353,KARRATHA,MELBOURNE
3355,ESPERANCE,COFFS HARBOUR
3356,MELBOURNE,SYDNEY
3357,HAMILTON ISLAND,MELBOURNE
3358,HAMILTON ISLAND,MELBOURNE
3359,BRISBANE,ALICE SPRINGS
3360,KINGSCOTE,ADELAIDE
3361,MELBOURNE,SYDNEY
3362,SYDNEY,BRISBANE
3363,MELBOURNE,GOLD COAST
3364,SYDNEY,NEWCASTLE
3366,PERTH,BROOME
3367,COCOS ISLAND,BURNIE
3368,MELBOURNE,KOWANYAMA
3369,PERTH,MELBOURNE
3370,BRISBANE,THURSDAY ISLAND
3371,SYDNEY,ADELAIDE
3373,MOUNT ISA,THURSDAY ISLAND
3374,ESPERANCE,SYDNEY
3375,BRISBANE,MELBOURNE
3376,WAGGA WAGGA,SYDNEY
3377,CANBERRA,BRISBANE
3378,PALM ISLAND,COOKTOWN
3379,WAGGA WAGGA,BRISBANE
3380,SYDNEY,MELBOURNE
3381,BRISBANE,DEVONPORT
3382,BRISBANE,MELBOURNE
3383,EDWARD RIVER,BRISBANE
3384,SYDNEY,TOWNSVILLE
3385,CANBERRA,CAIRNS
3386,CAIRNS,PERTH
3387,DARWIN,SYDNEY
3388,PORT HEDLAND,KALGOORLIE
3390,MELBOURNE,SYDNEY
3391,CAIRNS,MOUNT ISA
3393,WAGGA WAGGA,ALBURY
3394,ADELAIDE,BUNDABERG
3395,MELBOURNE,BRISBANE
3396,BRISBANE,SYDNEY
3397,BALLINA,ADELAIDE
3399,ADELAIDE,MELBOURNE
3400,MELBOURNE,PERTH
3401,BRISBANE,HOBART
3402,MELBOURNE,ADELAIDE
3403,SYDNEY,FLINDERS ISLAND
3404,MELBOURNE,PERTH
3405,MELBOURNE,ADELAIDE
3406,KARRATHA,BUNDABERG
3407,NEWCASTLE,GOLD COAST
3409,BRISBANE,SYDNEY
3411,GOLD COAST,PROSERPINE
3413,BRISBANE,SYDNEY
3415,MELBOURNE,BRISBANE
3416,MELBOURNE,KINGSCOTE
3417,GOLD COAST,BRISBANE
3418,CAIRNS,ADELAIDE
3419,LAUNCESTON,SYDNEY
3420,PERTH,BRISBANE
3421,ADELAIDE,SYDNEY
3422,MELBOURNE,THURSDAY ISLAND
3423,BRISBANE,MANINGRIDA
3425,SYDNEY,SUNSHINE COAST
3426,CAIRNS,CANBERRA
3427,DARWIN,SYDNEY
3428,BROOME,BRISBANE
3429,BRISBANE,LAUNCESTON
3430,MELBOURNE,SYDNEY
3431,TOWNSVILLE,DARWIN
3432,DARWIN,BRISBANE
3433,SYDNEY,TOWNSVILLE
3434,MELBOURNE,ADELAIDE
3435,BRISBANE,MELBOURNE
3436,GLADSTONE,MELBOURNE
3437,MELBOURNE,ROCKHAMPTON
3438,PERTH,DARWIN
3439,BRISBANE,LAUNCESTON
3440,CAIRNS,BRISBANE
3441,SYDNEY,MELBOURNE
3442,MELBOURNE,PERTH
3443,MELBOURNE,MOREE
3444,TOWNSVILLE,ALBANY
3445,BRISBANE,GOLD COAST
3446,CAIRNS,BRISBANE
3447,MERIMBULA,TOWNSVILLE
3448,MELBOURNE,BRISBANE
3449,MELBOURNE,GOLD COAST
3450,AYERS ROCK,CAIRNS
3451,ADELAIDE,CAIRNS
3452,MELBOURNE,GOLD COAST
3454,BRISBANE,SYDNEY
3455,MELBOURNE,WAGGA WAGGA
3456,PORT HEDLAND,TAMWORTH
3457,PERTH,LAUNCESTON
3458,MELBOURNE,GOLD COAST
3459,PERTH,BRISBANE
3460,MELBOURNE,SYDNEY
3461,MELBOURNE,MACKAY
3462,ADELAIDE,PERTH
3464,EDWARD RIVER,BRISBANE
3465,SYDNEY,ADELAIDE
3466,PERTH,WAGGA WAGGA
3467,SYDNEY,ADELAIDE
3468,LOCKHART RIVER,ADELAIDE
3469,PERTH,BRISBANE
3470,MELBOURNE,SYDNEY
3471,MELBOURNE,MERIMBULA
3472,THURSDAY ISLAND,MACKAY
3474,WAGGA WAGGA,MELBOURNE
3475,SYDNEY,BRISBANE
3476,MELBOURNE,BRISBANE
3477,NEWCASTLE,PERTH
3478,LAUNCESTON,EMERALD
3479,LEARMONTH,SYDNEY
3480,MELBOURNE,NEWCASTLE
3481,MELBOURNE,HOBART
3483,SYDNEY,ADELAIDE
3484,BRISBANE,PALM ISLAND
3485,ADELAIDE,DARWIN
3487,THURSDAY ISLAND,EMERALD
3488,ADELAIDE,MELBOURNE
3489,ADELAIDE,SYDNEY
3490,BRISBANE,MOUNT GAMBIER
3491,ADELAIDE,MELBOURNE
3493,BRISBANE,SYDNEY
3494,ESSENDON FIELDS,MELBOURNE
3495,PERTH,MACKAY
3496,FLINDERS ISLAND,ALBURY
3497,PARABURDOO,BRISBANE
3498,KARRATHA,NEWCASTLE
3499,PERTH,ROCKHAMPTON
3500,SYDNEY,CAIRNS
3501,PERTH,MELBOURNE
3503,SYDNEY,GOLD COAST
3504,SYDNEY,CANBERRA
3505,MELBOURNE,DUBBO
3506,LEARMONTH,MELBOURNE
3507,MELBOURNE,SYDNEY
3508,BALLINA,BRISBANE
3509,BRISBANE,MELBOURNE
3510,SYDNEY,BRISBANE
3511,SYDNEY,BRISBANE
3514,MELBOURNE,CANBERRA
3515,CANBERRA,SYDNEY
3516,MELBOURNE,DARWIN
3517,KING ISLAND,ROMA
3518,SYDNEY,KOWANYAMA
3519,ESSENDON FIELDS,CANBERRA
3520,MELBOURNE,SYDNEY
3521,BROKEN HILL,BRISBANE
3522,BRISBANE,ADELAIDE
3523,MELBOURNE,BRISBANE
3524,TOWNSVILLE,MELBOURNE
3525,MELBOURNE,SYDNEY
3526,BRISBANE,SYDNEY
3527,DARWIN,GOLD COAST
3528,KALGOORLIE,ADELAIDE
3529,BRISBANE,HOBART
3530,KING ISLAND,GRIFFITH
3531,BRISBANE,CAIRNS
3532,MELBOURNE,SYDNEY
3533,BRISBANE,CAIRNS
3534,PORT LINCOLN,BRISBANE
3535,LAUNCESTON,BRISBANE
3536,PERTH,HERVEY BAY
3538,PORT LINCOLN,SYDNEY
3539,CAIRNS,HOBART
3540,SUNSHINE COAST,LAUNCESTON
3541,MELBOURNE,PERTH
3542,BRISBANE,SYDNEY
3543,SYDNEY,HOBART
3544,HOBART,SYDNEY
3545,PERTH,GOLD COAST
3546,DUBBO,BRISBANE
3547,BRISBANE,ORANGE
3548,ROCKHAMPTON,CAIRNS
3549,CAIRNS,SYDNEY
3551,PALM ISLAND,LORD HOWE ISLAND
3552,MELBOURNE,BRISBANE
3553,KARRATHA,WOLLONGONG
3555,BRISBANE,MELBOURNE
3556,BRISBANE,MELBOURNE
3557,SYDNEY,BRISBANE
3558,CAIRNS,SYDNEY
3559,CAIRNS,CEDUNA
3560,BRISBANE,MELBOURNE
3561,CAIRNS,ADELAIDE
3562,PERTH,CANBERRA
3563,GOLD COAST,SYDNEY
3564,MELBOURNE,SYDNEY
3566,SYDNEY,CAIRNS
3567,ADELAIDE,SYDNEY
3568,CANBERRA,GOLD COAST
3569,BALLINA,CAIRNS
3571,ALBURY,BRISBANE
3572,KALGOORLIE,SYDNEY
3573,BRISBANE,SYDNEY
3574,BRISBANE,MELBOURNE
3575,PORT HEDLAND,PERTH
3576,MELBOURNE,PERTH
3577,MELBOURNE,BRISBANE
3578,ROCKHAMPTON,SUNSHINE COAST
3579,BURNIE,MELBOURNE
3580,LAUNCESTON,SYDNEY
3581,CAIRNS,ESSENDON FIELDS
3582,BRISBANE,TOWNSVILLE
3583,BALLINA,GOLD COAST
3584,SYDNEY,ALICE SPRINGS
3585,CAIRNS,MELBOURNE
3587,SYDNEY,DUBBO
3588,MELBOURNE,MOUNT ISA
3589,PERTH,ADELAIDE
3590,WAGGA WAGGA,PERTH
3591,ESSENDON FIELDS,MELBOURNE
3592,SYDNEY,PERTH
3593,BRISBANE,NEWMAN
3594,BRISBANE,ADELAIDE
3595,SYDNEY,ALBURY
3596,MELBOURNE,CANBERRA
3597,NEWMAN,SUNSHINE COAST
3598,SYDNEY,HOBART
3599,SYDNEY,PARABURDOO
3601,MELBOURNE,MORANBAH
3602,ADELAIDE,TOWNSVILLE
3603,BRISBANE,MELBOURNE
3604,BRISBANE,ADELAIDE
3605,ADELAIDE,SYDNEY
3608,SYDNEY,MELBOURNE
3609,MELBOURNE,ADELAIDE
3610,GOLD COAST,MORANBAH
3611,MELBOURNE,DARWIN
3612,BRISBANE,HOBART
3613,HOBART,MELBOURNE
3614,BRISBANE,MELBOURNE
3615,COOKTOWN,ADELAIDE
3616,SYDNEY,BRISBANE
3618,GOLD COAST,DARWIN
3619,SYDNEY,DARWIN
3622,HAMILTON ISLAND,PERTH
3624,MELBOURNE,CANBERRA
3625,MOUNT ISA,CANBERRA
3626,ADELAIDE,DUBBO
3627,BRISBANE,ALICE SPRINGS
3628,MELBOURNE,LONGREACH
3629,MELBOURNE,BUNDABERG
3630,GOLD COAST,MELBOURNE
3632,SYDNEY,COOKTOWN
3633,SYDNEY,ADELAIDE
3634,KARRATHA,BRISBANE
3635,MELBOURNE,SYDNEY
3636,TOWNSVILLE,SUNSHINE COAST
3637,MELBOURNE,NEWMAN
3638,PERTH,MERIMBULA
3639,MELBOURNE,GOLD COAST
3642,SYDNEY,NEWCASTLE
3643,KING ISLAND,BRISBANE
3644,PERTH,BRISBANE
3645,NEWCASTLE,SYDNEY
3646,BALLINA,SYDNEY
3647,GRIFFITH,HOBART
