,obj_from,obj_to,trip_start,location_from,location_to,distance_kms,trip_end,trip_obj,trip_code
235,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,<scheduling.Location.Location object at 0x000001CE220101C0>,2019-03-31 13:30:00,SYDNEY,BRISBANE,699.725356900864,2019-03-31 14:30:00,<scheduling.Trip.Trip object at 0x000001CE23103B80>,SYD|BRI
236,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,<scheduling.Location.Location object at 0x000001CE220101C0>,2019-03-31 14:00:00,SYDNEY,BRISBANE,699.725356900864,2019-03-31 15:00:00,<scheduling.Trip.Trip object at 0x000001CE23103F10>,SYD|BRI
237,<scheduling.Location.Location object at 0x000001CE22010A90>,<scheduling.Location.Location object at 0x000001CE246853A0>,2019-03-31 19:30:00,MELBOURNE,SUNSHINE_COAST,1460.85549733137,2019-03-31 21:45:00,<scheduling.Trip.Trip object at 0x000001CE23103FD0>,MEL|SUN
238,<scheduling.Location.Location object at 0x000001CE22010A90>,<scheduling.Location.Location object at 0x000001CE220101C0>,2019-03-31 20:30:00,MELBOURNE,BRISBANE,1376.6543043929948,2019-03-31 22:30:00,<scheduling.Trip.Trip object at 0x000001CE23103FA0>,MEL|BRI
239,<scheduling.Location.Location object at 0x000001CE22010A90>,<scheduling.Location.Location object at 0x000001CE24685160>,2019-04-01 00:00:00,MELBOURNE,DARWIN,3146.9159467933337,2019-04-01 04:45:00,<scheduling.Trip.Trip object at 0x000001CE230FF160>,MEL|DAR
240,<scheduling.Location.Location object at 0x000001CE24685A00>,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,2019-04-01 17:00:00,GRIFFITH,SYDNEY,491.556486868973,2019-04-01 17:45:00,<scheduling.Trip.Trip object at 0x000001CE230FF130>,GRI|SYD
241,<scheduling.Location.Location object at 0x000001CE24683520>,<scheduling.Location.Location object at 0x000001CE22010970>,2019-04-02 03:30:00,OLYMPIC_DAM,ADELAIDE,518.3237672484643,2019-04-02 04:15:00,<scheduling.Trip.Trip object at 0x000001CE230FF040>,OLY|ADE
242,<scheduling.Location.Location object at 0x000001CE24685B80>,<scheduling.Location.Location object at 0x000001CE220101C0>,2019-04-02 12:30:00,HAMILTON_ISLAND,BRISBANE,888.166829325106,2019-04-02 13:45:00,<scheduling.Trip.Trip object at 0x000001CE230FF0D0>,HAM|BRI
243,<scheduling.Location.Location object at 0x000001CE24685280>,<scheduling.Location.Location object at 0x000001CE22010A90>,2019-04-02 16:00:00,NEWCASTLE,MELBOURNE,823.9077196738725,2019-04-02 17:15:00,<scheduling.Trip.Trip object at 0x000001CE230FF0A0>,NEW|MEL
244,<scheduling.Location.Location object at 0x000001CE220108E0>,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,2019-04-02 20:00:00,PERTH,SYDNEY,3310.5695347659,2019-04-03 01:00:00,<scheduling.Trip.Trip object at 0x000001CE230FF100>,PER|SYD
245,<scheduling.Location.Location object at 0x000001CE220101C0>,<scheduling.Location.Location object at 0x000001CE24685100>,2019-04-03 03:00:00,BRISBANE,TOWNSVILLE,1110.4773599459766,2019-04-03 04:45:00,<scheduling.Trip.Trip object at 0x000001CE230FF070>,BRI|TOW
246,<scheduling.Location.Location object at 0x000001CE246850A0>,<scheduling.Location.Location object at 0x000001CE24685520>,2019-04-03 19:30:00,GOLD_COAST,WAGGA_WAGGA,977.6364239143362,2019-04-03 21:00:00,<scheduling.Trip.Trip object at 0x000001CE230FF1F0>,GOL|WAG
247,<scheduling.Location.Location object at 0x000001CE220101C0>,<scheduling.Location.Location object at 0x000001CE24685F40>,2019-04-04 01:00:00,BRISBANE,BUNDABERG,290.83253170305005,2019-04-04 01:30:00,<scheduling.Trip.Trip object at 0x000001CE230FF280>,BRI|BUN
248,<scheduling.Location.Location object at 0x000001CE22010A90>,<scheduling.Location.Location object at 0x000001CE220101C0>,2019-04-04 04:30:00,MELBOURNE,BRISBANE,1376.6543043929948,2019-04-04 06:30:00,<scheduling.Trip.Trip object at 0x000001CE230FF310>,MEL|BRI
249,<scheduling.Location.Location object at 0x000001CE246850A0>,<scheduling.Location.Location object at 0x000001CE24685EE0>,2019-04-04 22:30:00,GOLD_COAST,MOUNT_GAMBIER,1601.9627474370525,2019-04-05 01:00:00,<scheduling.Trip.Trip object at 0x000001CE230FF3A0>,GOL|MOU
250,<scheduling.Location.Location object at 0x000001CE220101C0>,<scheduling.Location.Location object at 0x000001CE22010970>,2019-04-05 14:00:00,BRISBANE,ADELAIDE,1609.6533659656043,2019-04-05 16:30:00,<scheduling.Trip.Trip object at 0x000001CE230FF4F0>,BRI|ADE
251,<scheduling.Location.Location object at 0x000001CE220108E0>,<scheduling.Location.Location object at 0x000001CE24685DC0>,2019-04-06 06:30:00,PERTH,BURNIE,2854.171134028307,2019-04-06 11:00:00,<scheduling.Trip.Trip object at 0x000001CE230FF4C0>,PER|BUR
252,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,<scheduling.Location.Location object at 0x000001CE22010A90>,2019-04-06 06:30:00,SYDNEY,MELBOURNE,742.9951738623648,2019-04-06 07:45:00,<scheduling.Trip.Trip object at 0x000001CE230FF550>,SYD|MEL
253,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,<scheduling.Location.Location object at 0x000001CE24685100>,2019-04-06 15:00:00,SYDNEY,TOWNSVILLE,1651.4869550562294,2019-04-06 17:30:00,<scheduling.Trip.Trip object at 0x000001CE230FF5E0>,SYD|TOW
254,<scheduling.Location.Location object at 0x000001CE22010A90>,<scheduling.Location.Location object at 0x000001CE220108E0>,2019-04-07 04:30:00,MELBOURNE,PERTH,2727.6686418350764,2019-04-07 08:45:00,<scheduling.Trip.Trip object at 0x000001CE230FF790>,MEL|PER
255,<scheduling.Location.Location object at 0x000001CE22010970>,<scheduling.Location.Location object at 0x000001CE220108E0>,2019-04-07 10:30:00,ADELAIDE,PERTH,2128.16939135955,2019-04-07 13:45:00,<scheduling.Trip.Trip object at 0x000001CE230FF8B0>,ADE|PER
256,<scheduling.Location.Location object at 0x000001CE24685820>,<scheduling.Location.Location object at 0x000001CE24683580>,2019-04-07 20:00:00,BROOME,ESPERANCE,1744.2708231755757,2019-04-07 22:45:00,<scheduling.Trip.Trip object at 0x000001CE230FFA60>,BRO|ESP
257,<scheduling.Location.Location object at 0x000001CE22010280>,<scheduling.Location.Location object at 0x000001CE22010A90>,2019-04-07 22:30:00,CAIRNS,MELBOURNE,2323.889342902348,2019-04-08 02:00:00,<scheduling.Trip.Trip object at 0x000001CE230FF820>,CAI|MEL
258,<scheduling.Location.Location object at 0x000001CE22010970>,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,2019-04-08 09:30:00,ADELAIDE,SYDNEY,1186.8780338759996,2019-04-08 11:15:00,<scheduling.Trip.Trip object at 0x000001CE230FFAC0>,ADE|SYD
259,<scheduling.Location.Location object at 0x000001CE22010A90>,<scheduling.Location.Location object at 0x000001CE220108E0>,2019-04-08 17:00:00,MELBOURNE,PERTH,2727.6686418350764,2019-04-08 21:15:00,<scheduling.Trip.Trip object at 0x000001CE230FF730>,MEL|PER
260,<scheduling.Location.Location object at 0x000001CE220108E0>,<scheduling.Location.Location object at 0x000001CE24685040>,2019-04-08 18:30:00,PERTH,CANBERRA,3086.521011436385,2019-04-08 23:15:00,<scheduling.Trip.Trip object at 0x000001CE230FF9D0>,PER|CAN
261,<scheduling.Location.Location object at 0x000001CE220101C0>,<scheduling.Location.Location object at 0x000001CE22010A90>,2019-04-09 07:30:00,BRISBANE,MELBOURNE,1376.6543043929948,2019-04-09 09:30:00,<scheduling.Trip.Trip object at 0x000001CE230FF700>,BRI|MEL
262,<scheduling.Location.Location object at 0x000001CE220101C0>,<scheduling.Location.Location object at 0x000001CE220108E0>,2019-04-10 11:30:00,BRISBANE,PERTH,3612.8939527904654,2019-04-10 17:00:00,<scheduling.Trip.Trip object at 0x000001CE230FFB20>,BRI|PER
263,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,<scheduling.Location.Location object at 0x000001CE246851C0>,2019-04-10 16:30:00,SYDNEY,HOBART,1079.2766700104116,2019-04-10 18:15:00,<scheduling.Trip.Trip object at 0x000001CE230FFBB0>,SYD|HOB
264,<scheduling.Location.Location object at 0x000001CE24685940>,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,2019-04-11 00:30:00,MOUNT_ISA,SYDNEY,1848.1903016672939,2019-04-11 03:15:00,<scheduling.Trip.Trip object at 0x000001CE230FFEB0>,MOU|SYD
265,<scheduling.Location.Location object at 0x000001CE24685DC0>,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,2019-04-11 15:00:00,BURNIE,SYDNEY,957.7501717205959,2019-04-11 16:30:00,<scheduling.Trip.Trip object at 0x000001CE230FFF10>,BUR|SYD
266,<scheduling.Location.Location object at 0x000001CE22010280>,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,2019-04-12 02:00:00,CAIRNS,SYDNEY,1932.4145228237176,2019-04-12 05:00:00,<scheduling.Trip.Trip object at 0x000001CE230FB1C0>,CAI|SYD
267,<scheduling.Location.Location object at 0x000001CE246851C0>,<scheduling.Location.Location object at 0x000001CE22010970>,2019-04-13 00:30:00,HOBART,ADELAIDE,1170.8745493141535,2019-04-13 02:15:00,<scheduling.Trip.Trip object at 0x000001CE230FB160>,HOB|ADE
268,<scheduling.Location.Location object at 0x000001CE22010970>,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,2019-04-14 04:30:00,ADELAIDE,SYDNEY,1186.8780338759996,2019-04-14 06:15:00,<scheduling.Trip.Trip object at 0x000001CE230FB100>,ADE|SYD
269,<scheduling.Location.Location object at 0x000001CE22010A90>,<scheduling.Location.Location object at 0x000001CE246851C0>,2019-04-15 16:00:00,MELBOURNE,HOBART,594.3015929648953,2019-04-15 17:00:00,<scheduling.Trip.Trip object at 0x000001CE230FB040>,MEL|HOB
270,<scheduling.Location.Location object at 0x000001CE22010A90>,<scheduling.Location.Location object at 0x000001CE220101C0>,2019-04-16 18:30:00,MELBOURNE,BRISBANE,1376.6543043929948,2019-04-16 20:30:00,<scheduling.Trip.Trip object at 0x000001CE230FB0A0>,MEL|BRI
271,<scheduling.Location.Location object at 0x000001CE22010970>,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,2019-04-16 20:30:00,ADELAIDE,SYDNEY,1186.8780338759996,2019-04-16 22:15:00,<scheduling.Trip.Trip object at 0x000001CE230FB130>,ADE|SYD
272,<scheduling.Location.Location object at 0x000001CE22010280>,<scheduling.Location.Location object at 0x000001CE220101C0>,2019-04-16 21:30:00,CAIRNS,BRISBANE,1388.7478329891142,2019-04-16 23:45:00,<scheduling.Trip.Trip object at 0x000001CE230FB070>,CAI|BRI
273,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,<scheduling.Location.Location object at 0x000001CE220101C0>,2019-04-17 02:30:00,SYDNEY,BRISBANE,699.725356900864,2019-04-17 03:30:00,<scheduling.Trip.Trip object at 0x000001CE230FB190>,SYD|BRI
274,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,<scheduling.Location.Location object at 0x000001CE220101C0>,2019-04-17 18:00:00,SYDNEY,BRISBANE,699.725356900864,2019-04-17 19:00:00,<scheduling.Trip.Trip object at 0x000001CE230FB220>,SYD|BRI
275,<scheduling.Location.Location object at 0x000001CE22010A90>,<scheduling.Location.Location object at 0x000001CE246850A0>,2019-04-17 18:00:00,MELBOURNE,GOLD_COAST,1349.0376384970623,2019-04-17 20:00:00,<scheduling.Trip.Trip object at 0x000001CE230FB370>,MEL|GOL
276,<scheduling.Location.Location object at 0x000001CE220101C0>,<scheduling.Location.Location object at 0x000001CE246858E0>,2019-04-18 04:00:00,BRISBANE,TAMWORTH,455.10709446004097,2019-04-18 04:45:00,<scheduling.Trip.Trip object at 0x000001CE230FB400>,BRI|TAM
277,<scheduling.Location.Location object at 0x000001CE220108E0>,<scheduling.Location.Location object at 0x000001CE24685340>,2019-04-18 21:30:00,PERTH,ROCKHAMPTON,3590.427681773423,2019-04-19 03:00:00,<scheduling.Trip.Trip object at 0x000001CE230FB3D0>,PER|ROC
278,<scheduling.Location.Location object at 0x000001CE22010A90>,<scheduling.Location.Location object at 0x000001CE24683460>,2019-04-19 01:00:00,MELBOURNE,PARKES,600.6532240376815,2019-04-19 02:00:00,<scheduling.Trip.Trip object at 0x000001CE230FB460>,MEL|PAR
279,<scheduling.Location.Location object at 0x000001CE220108E0>,<scheduling.Location.Location object at 0x000001CE246859A0>,2019-04-19 01:00:00,PERTH,GLADSTONE,3579.9265976431225,2019-04-19 06:30:00,<scheduling.Trip.Trip object at 0x000001CE230FB5B0>,PER|GLA
280,<scheduling.Location.Location object at 0x000001CE24685160>,<scheduling.Location.Location object at 0x000001CE220101C0>,2019-04-19 08:00:00,DARWIN,BRISBANE,2845.571332419478,2019-04-19 12:30:00,<scheduling.Trip.Trip object at 0x000001CE230FB640>,DAR|BRI
281,<scheduling.Location.Location object at 0x000001CE22010A90>,<scheduling.Location.Location object at 0x000001CE246854C0>,2019-04-19 08:00:00,MELBOURNE,PORT_LINCOLN,893.226045456699,2019-04-19 09:15:00,<scheduling.Trip.Trip object at 0x000001CE230FB6D0>,MEL|POR
282,<scheduling.Location.Location object at 0x000001CE24685AC0>,<scheduling.Location.Location object at 0x000001CE24685760>,2019-04-19 14:30:00,EMERALD,KING_ISLAND,1858.2612370468166,2019-04-19 17:15:00,<scheduling.Trip.Trip object at 0x000001CE230FB6A0>,EME|KIN
283,<scheduling.Location.Location object at 0x000001CE24685B80>,<scheduling.Location.Location object at 0x000001CE22010970>,2019-04-20 14:00:00,HAMILTON_ISLAND,ADELAIDE,1912.9419825405591,2019-04-20 17:00:00,<scheduling.Trip.Trip object at 0x000001CE230FB730>,HAM|ADE
284,<scheduling.Location.Location object at 0x000001CE24685640>,<scheduling.Location.Location object at 0x000001CE22010A90>,2019-04-21 11:30:00,HORN_ISLAND,MELBOURNE,3031.579714909645,2019-04-21 16:15:00,<scheduling.Trip.Trip object at 0x000001CE230FB880>,HOR|MEL
285,<scheduling.Location.Location object at 0x000001CE22010970>,<scheduling.Location.Location object at 0x000001CE22010A90>,2019-04-22 00:00:00,ADELAIDE,MELBOURNE,661.9051156831922,2019-04-22 01:00:00,<scheduling.Trip.Trip object at 0x000001CE230FB850>,ADE|MEL
286,<scheduling.Location.Location object at 0x000001CE246852E0>,<scheduling.Location.Location object at 0x000001CE24685760>,2019-04-22 04:00:00,MACKAY,KING_ISLAND,2134.238782219115,2019-04-22 07:15:00,<scheduling.Trip.Trip object at 0x000001CE230FB8E0>,MAC|KIN
287,<scheduling.Location.Location object at 0x000001CE22010A90>,<scheduling.Location.Location object at 0x000001CE246858E0>,2019-04-23 00:30:00,MELBOURNE,TAMWORTH,923.1049112098962,2019-04-23 02:00:00,<scheduling.Trip.Trip object at 0x000001CE230FB970>,MEL|TAM
288,<scheduling.Location.Location object at 0x000001CE220101C0>,<scheduling.Location.Location object at 0x000001CE24685B80>,2019-04-23 03:30:00,BRISBANE,HAMILTON_ISLAND,888.166829325106,2019-04-23 04:45:00,<scheduling.Trip.Trip object at 0x000001CE230FBA00>,BRI|HAM
289,<scheduling.Location.Location object at 0x000001CE24685160>,<scheduling.Location.Location object at 0x000001CE220108E0>,2019-04-23 12:00:00,DARWIN,PERTH,2654.1068494638284,2019-04-23 16:00:00,<scheduling.Trip.Trip object at 0x000001CE230FBB50>,DAR|PER
290,<scheduling.Location.Location object at 0x000001CE220108E0>,<scheduling.Location.Location object at 0x000001CE220101C0>,2019-04-23 12:00:00,PERTH,BRISBANE,3612.8939527904654,2019-04-23 17:30:00,<scheduling.Trip.Trip object at 0x000001CE230FBB20>,PER|BRI
291,<scheduling.Location.Location object at 0x000001CE24685820>,<scheduling.Location.Location object at 0x000001CE22010970>,2019-04-23 15:00:00,BROOME,ADELAIDE,2480.568565984392,2019-04-23 18:45:00,<scheduling.Trip.Trip object at 0x000001CE230FBC70>,BRO|ADE
292,<scheduling.Location.Location object at 0x000001CE24685040>,<scheduling.Location.Location object at 0x000001CE22010A90>,2019-04-24 08:30:00,CANBERRA,MELBOURNE,437.4806470107659,2019-04-24 09:15:00,<scheduling.Trip.Trip object at 0x000001CE230FBEB0>,CAN|MEL
293,<scheduling.Location.Location object at 0x000001CE22010970>,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,2019-04-24 15:30:00,ADELAIDE,SYDNEY,1186.8780338759996,2019-04-24 17:15:00,<scheduling.Trip.Trip object at 0x000001CE230FBF10>,ADE|SYD
294,<scheduling.Location.Location object at 0x000001CE22010280>,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,2019-04-25 08:30:00,CAIRNS,SYDNEY,1932.4145228237176,2019-04-25 11:30:00,<scheduling.Trip.Trip object at 0x000001CE230F31C0>,CAI|SYD
295,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,<scheduling.Location.Location object at 0x000001CE246859A0>,2019-04-25 17:00:00,SYDNEY,GLADSTONE,1079.2237816731465,2019-04-25 18:45:00,<scheduling.Trip.Trip object at 0x000001CE230F3160>,SYD|GLA
296,<scheduling.Location.Location object at 0x000001CE24683BE0>,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,2019-04-25 19:00:00,CLONCURRY,SYDNEY,1786.1363077176889,2019-04-25 21:45:00,<scheduling.Trip.Trip object at 0x000001CE230F3100>,CLO|SYD
297,<scheduling.Location.Location object at 0x000001CE24685040>,<scheduling.Location.Location object at 0x000001CE24685160>,2019-04-25 19:00:00,CANBERRA,DARWIN,3159.057940740088,2019-04-25 23:45:00,<scheduling.Trip.Trip object at 0x000001CE230F3040>,CAN|DAR
298,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,<scheduling.Location.Location object at 0x000001CE22010A90>,2019-04-26 03:30:00,SYDNEY,MELBOURNE,742.9951738623648,2019-04-26 04:45:00,<scheduling.Trip.Trip object at 0x000001CE230F30A0>,SYD|MEL
299,<scheduling.Location.Location object at 0x000001CE24685A60>,<scheduling.Location.Location object at 0x000001CE24685460>,2019-04-26 19:00:00,MELBOURNE_ESSENDON,ALBURY,259.851871751228,2019-04-26 19:30:00,<scheduling.Trip.Trip object at 0x000001CE230F3130>,MEL|ALB
300,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,<scheduling.Location.Location object at 0x000001CE220108E0>,2019-04-28 03:00:00,SYDNEY,PERTH,3310.5695347659,2019-04-28 08:00:00,<scheduling.Trip.Trip object at 0x000001CE230F3070>,SYD|PER
301,<scheduling.Location.Location object at 0x000001CE22010A90>,<scheduling.Location.Location object at 0x000001CE246856A0>,2019-04-28 03:00:00,MELBOURNE,KARRATHA,3312.7108997500063,2019-04-28 08:00:00,<scheduling.Trip.Trip object at 0x000001CE230F3190>,MEL|KAR
302,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,<scheduling.Location.Location object at 0x000001CE22010280>,2019-04-28 09:00:00,SYDNEY,CAIRNS,1932.4145228237176,2019-04-28 12:00:00,<scheduling.Trip.Trip object at 0x000001CE230F3220>,SYD|CAI
303,<scheduling.Location.Location object at 0x000001CE246850A0>,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,2019-04-29 08:30:00,GOLD_COAST,SYDNEY,654.4404671199052,2019-04-29 09:30:00,<scheduling.Trip.Trip object at 0x000001CE230F32B0>,GOL|SYD
304,<scheduling.Location.Location object at 0x000001CE24683100>,<scheduling.Location.Location object at 0x000001CE24685520>,2019-04-30 00:30:00,HERVEY_BAY,WAGGA_WAGGA,1208.9790142496686,2019-04-30 02:15:00,<scheduling.Trip.Trip object at 0x000001CE230F3340>,HER|WAG
305,<scheduling.Location.Location object at 0x000001CE24685A60>,<scheduling.Location.Location object at 0x000001CE24685160>,2019-04-30 04:00:00,MELBOURNE_ESSENDON,DARWIN,3132.1626063562694,2019-04-30 08:45:00,<scheduling.Trip.Trip object at 0x000001CE230F33D0>,MEL|DAR
306,<scheduling.Location.Location object at 0x000001CE24685040>,<scheduling.Location.Location object at 0x000001CE24685520>,2019-05-01 05:30:00,CANBERRA,WAGGA_WAGGA,155.9937438153902,2019-05-01 05:45:00,<scheduling.Trip.Trip object at 0x000001CE230F3520>,CAN|WAG
307,<scheduling.Location.Location object at 0x000001CE220108E0>,<scheduling.Location.Location object at 0x000001CE24685040>,2019-05-02 03:00:00,PERTH,CANBERRA,3086.521011436385,2019-05-02 07:45:00,<scheduling.Trip.Trip object at 0x000001CE230F35B0>,PER|CAN
308,<scheduling.Location.Location object at 0x000001CE246851C0>,<scheduling.Location.Location object at 0x000001CE24685340>,2019-05-02 08:00:00,HOBART,ROCKHAMPTON,2132.833154247731,2019-05-02 11:15:00,<scheduling.Trip.Trip object at 0x000001CE230F3640>,HOB|ROC
309,<scheduling.Location.Location object at 0x000001CE24685040>,<scheduling.Location.Location object at 0x000001CE220101C0>,2019-05-02 22:30:00,CANBERRA,BRISBANE,985.6929465347621,2019-05-03 00:00:00,<scheduling.Trip.Trip object at 0x000001CE230F36D0>,CAN|BRI
310,<scheduling.Location.Location object at 0x000001CE246855E0>,<scheduling.Location.Location object at 0x000001CE220101C0>,2019-05-04 00:30:00,MILDURA,BRISBANE,1287.2396453379931,2019-05-04 02:30:00,<scheduling.Trip.Trip object at 0x000001CE230F36A0>,MIL|BRI
311,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,<scheduling.Location.Location object at 0x000001CE22010970>,2019-05-05 03:30:00,SYDNEY,ADELAIDE,1186.8780338759996,2019-05-05 05:15:00,<scheduling.Trip.Trip object at 0x000001CE230F3730>,SYD|ADE
312,<scheduling.Location.Location object at 0x000001CE246859A0>,<scheduling.Location.Location object at 0x000001CE246850A0>,2019-05-05 16:30:00,GLADSTONE,GOLD_COAST,505.91900013197613,2019-05-05 17:15:00,<scheduling.Trip.Trip object at 0x000001CE230F3880>,GLA|GOL
313,<scheduling.Location.Location object at 0x000001CE22010A90>,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,2019-05-06 08:00:00,MELBOURNE,SYDNEY,742.9951738623648,2019-05-06 09:15:00,<scheduling.Trip.Trip object at 0x000001CE230F3850>,MEL|SYD
314,<scheduling.Location.Location object at 0x000001CE24683100>,<scheduling.Location.Location object at 0x000001CE22010A90>,2019-05-06 22:00:00,HERVEY_BAY,MELBOURNE,1576.7792113482067,2019-05-07 00:30:00,<scheduling.Trip.Trip object at 0x000001CE230F38E0>,HER|MEL
315,<scheduling.Location.Location object at 0x000001CE220101C0>,<scheduling.Location.Location object at 0x000001CE24683160>,2019-05-07 00:30:00,BRISBANE,PROSERPINE,894.6760135381084,2019-05-07 02:00:00,<scheduling.Trip.Trip object at 0x000001CE230F3970>,BRI|PRO
316,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,<scheduling.Location.Location object at 0x000001CE220101C0>,2019-05-07 11:30:00,SYDNEY,BRISBANE,699.725356900864,2019-05-07 12:30:00,<scheduling.Trip.Trip object at 0x000001CE230F3AC0>,SYD|BRI
317,<scheduling.Location.Location object at 0x000001CE220101C0>,<scheduling.Location.Location object at 0x000001CE24685A60>,2019-05-07 18:00:00,BRISBANE,MELBOURNE_ESSENDON,1370.1880866320612,2019-05-07 20:00:00,<scheduling.Trip.Trip object at 0x000001CE230F3A90>,BRI|MEL
318,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,<scheduling.Location.Location object at 0x000001CE22010A90>,2019-05-08 08:30:00,SYDNEY,MELBOURNE,742.9951738623648,2019-05-08 09:45:00,<scheduling.Trip.Trip object at 0x000001CE230F3B20>,SYD|MEL
319,<scheduling.Location.Location object at 0x000001CE22010A90>,<scheduling.Location.Location object at 0x000001CE24685400>,2019-05-08 13:30:00,MELBOURNE,DUBBO,705.154962235552,2019-05-08 14:30:00,<scheduling.Trip.Trip object at 0x000001CE230F3BB0>,MEL|DUB
320,<scheduling.Location.Location object at 0x000001CE24685580>,<scheduling.Location.Location object at 0x000001CE220101C0>,2019-05-08 23:30:00,ALICE_SPRINGS,BRISBANE,1960.5584020075087,2019-05-09 02:30:00,<scheduling.Trip.Trip object at 0x000001CE230F3EB0>,ALI|BRI
321,<scheduling.Location.Location object at 0x000001CE24685880>,<scheduling.Location.Location object at 0x000001CE22010A90>,2019-05-09 09:00:00,ARMIDALE,MELBOURNE,1015.6889272391886,2019-05-09 10:30:00,<scheduling.Trip.Trip object at 0x000001CE230F3FD0>,ARM|MEL
322,<scheduling.Location.Location object at 0x000001CE24685040>,<scheduling.Location.Location object at 0x000001CE24685160>,2019-05-09 14:00:00,CANBERRA,DARWIN,3159.057940740088,2019-05-09 18:45:00,<scheduling.Trip.Trip object at 0x000001CE246731C0>,CAN|DAR
323,<scheduling.Location.Location object at 0x000001CE220101C0>,<scheduling.Location.Location object at 0x000001CE24685100>,2019-05-09 19:00:00,BRISBANE,TOWNSVILLE,1110.4773599459766,2019-05-09 20:45:00,<scheduling.Trip.Trip object at 0x000001CE24673160>,BRI|TOW
324,<scheduling.Location.Location object at 0x000001CE24685B80>,<scheduling.Location.Location object at 0x000001CE24685100>,2019-05-09 21:30:00,HAMILTON_ISLAND,TOWNSVILLE,259.775450035618,2019-05-09 22:00:00,<scheduling.Trip.Trip object at 0x000001CE24673100>,HAM|TOW
325,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,<scheduling.Location.Location object at 0x000001CE220108E0>,2019-05-10 15:00:00,SYDNEY,PERTH,3310.5695347659,2019-05-10 20:00:00,<scheduling.Trip.Trip object at 0x000001CE24673040>,SYD|PER
326,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,<scheduling.Location.Location object at 0x000001CE24685040>,2019-05-10 15:30:00,SYDNEY,CANBERRA,310.0856181408882,2019-05-10 16:00:00,<scheduling.Trip.Trip object at 0x000001CE246730A0>,SYD|CAN
327,<scheduling.Location.Location object at 0x000001CE220108E0>,<scheduling.Location.Location object at 0x000001CE22010A90>,2019-05-11 04:00:00,PERTH,MELBOURNE,2727.6686418350764,2019-05-11 08:15:00,<scheduling.Trip.Trip object at 0x000001CE24673130>,PER|MEL
328,<scheduling.Location.Location object at 0x000001CE22010A90>,<scheduling.Location.Location object at 0x000001CE24685AC0>,2019-05-11 18:30:00,MELBOURNE,EMERALD,1617.0901263796684,2019-05-11 21:00:00,<scheduling.Trip.Trip object at 0x000001CE24673070>,MEL|EME
329,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,<scheduling.Location.Location object at 0x000001CE24685100>,2019-05-12 09:30:00,SYDNEY,TOWNSVILLE,1651.4869550562294,2019-05-12 12:00:00,<scheduling.Trip.Trip object at 0x000001CE24673190>,SYD|TOW
330,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,<scheduling.Location.Location object at 0x000001CE22010A90>,2019-05-12 15:30:00,SYDNEY,MELBOURNE,742.9951738623648,2019-05-12 16:45:00,<scheduling.Trip.Trip object at 0x000001CE24673220>,SYD|MEL
331,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,<scheduling.Location.Location object at 0x000001CE22010A90>,2019-05-13 05:30:00,SYDNEY,MELBOURNE,742.9951738623648,2019-05-13 06:45:00,<scheduling.Trip.Trip object at 0x000001CE24673370>,SYD|MEL
332,<scheduling.Location.Location object at 0x000001CE246851C0>,<scheduling.Location.Location object at 0x000001CE22010970>,2019-05-13 11:00:00,HOBART,ADELAIDE,1170.8745493141535,2019-05-13 12:45:00,<scheduling.Trip.Trip object at 0x000001CE24673340>,HOB|ADE
333,<scheduling.Location.Location object at 0x000001CE246856A0>,<scheduling.Location.Location object at 0x000001CE24685A00>,2019-05-14 08:30:00,KARRATHA,GRIFFITH,3243.695251381383,2019-05-14 13:30:00,<scheduling.Trip.Trip object at 0x000001CE246733D0>,KAR|GRI
